_row_key,reservation_id,user_id,origin,destination,flight_type,cabin,flights,payment_history,created_at,total_baggages,nonfree_baggages,insurance,passengers,passengers.Chinese,passengers.Indonesian,passengers.Thai,passengers.Vietnamese
O6RY2L,O6RY2L,sofia_ahmed_9069,PHL,DTW,round_trip,basic_economy,"[{""origin"": ""PHL"", ""destination"": ""CLT"", ""flight_number"": ""HAT122"", ""date"": ""2024-05-07"", ""price"": 77}, {""origin"": ""CLT"", ""destination"": ""DTW"", ""flight_number"": ""HAT167"", ""date"": ""2024-05-07"", ""price"": 88}, {""origin"": ""DTW"", ""destination"": ""ORD"", ""flight_number"": ""HAT119"", ""date"": ""2024-05-14"", ""price"": 85}, {""origin"": ""ORD"", ""destination"": ""PHL"", ""flight_number"": ""HAT271"", ""date"": ""2024-05-14"", ""price"": 94}]","[{""payment_id"": ""gift_card_9115943"", ""amount"": 1496}]",2024-05-06T14:21:05,0,0,yes,"[{""first_name"": ""Sofia"", ""last_name"": ""Ahmed"", ""dob"": ""1970-07-20""}, {""first_name"": ""Omar"", ""last_name"": ""Patel"", ""dob"": ""1993-11-05""}, {""first_name"": ""Mei"", ""last_name"": ""Silva"", ""dob"": ""1967-05-12""}, {""first_name"": ""Fatima"", ""last_name"": ""Wilson"", ""dob"": ""1982-10-26""}]","[{""first_name"": ""索菲亚"", ""last_name"": ""艾哈迈德"", ""dob"": ""1970-07-20""}, {""first_name"": ""奥马尔"", ""last_name"": ""帕特尔"", ""dob"": ""1993-11-05""}, {""first_name"": ""梅"", ""last_name"": ""席尔瓦"", ""dob"": ""1967-05-12""}, {""first_name"": ""法蒂玛"", ""last_name"": ""威尔逊"", ""dob"": ""1982-10-26""}]","[{""first_name"": "" Sofia"", ""last_name"": "" Ahmed"", ""dob"": ""1970-07-20""}, {""first_name"": "" Omar"", ""last_name"": "" Patel"", ""dob"": ""1993-11-05""}, {""first_name"": "" Mei"", ""last_name"": "" Silva"", ""dob"": ""1967-05-12""}, {""first_name"": ""Fatima"", ""last_name"": "" Wilson"", ""dob"": ""1982-10-26""}]","[{""first_name"": "" โซเฟีย"", ""last_name"": "" อาห์เหม็ด"", ""dob"": ""1970-07-20""}, {""first_name"": "" โอมาร์"", ""last_name"": "" ปาเทล"", ""dob"": ""1993-11-05""}, {""first_name"": "" เหมย"", ""last_name"": "" ซิลวา"", ""dob"": ""1967-05-12""}, {""first_name"": ""ฟาติมา"", ""last_name"": "" วิลสัน"", ""dob"": ""1982-10-26""}]","[{""first_name"": "" Sofia"", ""last_name"": "" Ahmed"", ""dob"": ""1970-07-20""}, {""first_name"": "" Omar"", ""last_name"": "" Patel"", ""dob"": ""1993-11-05""}, {""first_name"": "" Mei"", ""last_name"": "" Silva"", ""dob"": ""1967-05-12""}, {""first_name"": ""Fatima"", ""last_name"": "" Wilson"", ""dob"": ""1982-10-26""}]"
GB1E1W,GB1E1W,mei_lee_8701,LAX,CLT,one_way,business,"[{""origin"": ""LAX"", ""destination"": ""EWR"", ""flight_number"": ""HAT228"", ""date"": ""2024-05-16"", ""price"": 806}, {""origin"": ""EWR"", ""destination"": ""CLT"", ""flight_number"": ""HAT270"", ""date"": ""2024-05-17"", ""price"": 1388}]","[{""payment_id"": ""gift_card_8583604"", ""amount"": 2224}]",2024-05-10T07:05:35,0,0,yes,"[{""first_name"": ""Mei"", ""last_name"": ""Lee"", ""dob"": ""1985-11-15""}]","[{""first_name"": ""梅"", ""last_name"": ""李"", ""dob"": ""1985-11-15""}]","[{""first_name"": "" Mei"", ""last_name"": "" Lee"", ""dob"": ""1985-11-15""}]","[{""first_name"": "" เหมย"", ""last_name"": "" ลี"", ""dob"": ""1985-11-15""}]","[{""first_name"": "" Mei"", ""last_name"": "" Lee"", ""dob"": ""1985-11-15""}]"
0AIEP0,0AIEP0,ava_silva_7424,SFO,LAS,round_trip,basic_economy,"[{""origin"": ""SFO"", ""destination"": ""PHX"", ""flight_number"": ""HAT134"", ""date"": ""2024-05-11"", ""price"": 74}, {""origin"": ""PHX"", ""destination"": ""LAS"", ""flight_number"": ""HAT173"", ""date"": ""2024-05-11"", ""price"": 86}, {""origin"": ""LAS"", ""destination"": ""PHX"", ""flight_number"": ""HAT244"", ""date"": ""2024-05-14"", ""price"": 67}, {""origin"": ""PHX"", ""destination"": ""SFO"", ""flight_number"": ""HAT009"", ""date"": ""2024-05-14"", ""price"": 93}]","[{""payment_id"": ""gift_card_7569842"", ""amount"": 700}]",2024-05-10T08:45:22,0,0,yes,"[{""first_name"": ""Ava"", ""last_name"": ""Silva"", ""dob"": ""1972-08-06""}, {""first_name"": ""Ethan"", ""last_name"": ""Muller"", ""dob"": ""1955-06-05""}]","[{""first_name"": ""艾娃"", ""last_name"": ""席尔瓦"", ""dob"": ""1972-08-06""}, {""first_name"": ""伊桑"", ""last_name"": ""穆勒"", ""dob"": ""1955-06-05""}]","[{""first_name"": "" Ava"", ""last_name"": "" Silva"", ""dob"": ""1972-08-06""}, {""first_name"": "" Ethan"", ""last_name"": "" Muller"", ""dob"": ""1955-06-05""}]","[{""first_name"": "" อาวา"", ""last_name"": "" ซิลวา"", ""dob"": ""1972-08-06""}, {""first_name"": "" อีธาน"", ""last_name"": "" มุลเลอร์"", ""dob"": ""1955-06-05""}]","[{""first_name"": "" Ava"", ""last_name"": "" Silva"", ""dob"": ""1972-08-06""}, {""first_name"": "" Ethan"", ""last_name"": "" Muller"", ""dob"": ""1955-06-05""}]"
XEWRD9,XEWRD9,james_lee_6136,LAX,ATL,round_trip,basic_economy,"[{""origin"": ""LAX"", ""destination"": ""ORD"", ""flight_number"": ""HAT030"", ""date"": ""2024-05-13"", ""price"": 92}, {""origin"": ""ORD"", ""destination"": ""ATL"", ""flight_number"": ""HAT223"", ""date"": ""2024-05-14"", ""price"": 100}, {""origin"": ""ATL"", ""destination"": ""DFW"", ""flight_number"": ""HAT252"", ""date"": ""2024-05-21"", ""price"": 75}, {""origin"": ""DFW"", ""destination"": ""LAX"", ""flight_number"": ""HAT124"", ""date"": ""2024-05-21"", ""price"": 96}]","[{""payment_id"": ""gift_card_4643416"", ""amount"": 786}]",2024-05-07T19:17:06,0,0,yes,"[{""first_name"": ""James"", ""last_name"": ""Lee"", ""dob"": ""1995-06-11""}, {""first_name"": ""Mason"", ""last_name"": ""Lopez"", ""dob"": ""1966-03-13""}]","[{""first_name"": ""詹姆斯"", ""last_name"": ""李"", ""dob"": ""1995-06-11""}, {""first_name"": ""石匠"", ""last_name"": ""洛佩兹"", ""dob"": ""1966-03-13""}]","[{""first_name"": "" James"", ""last_name"": "" Lee"", ""dob"": ""1995-06-11""}, {""first_name"": ""Tukang batu"", ""last_name"": "" Lopez"", ""dob"": ""1966-03-13""}]","[{""first_name"": "" เจมส์"", ""last_name"": "" ลี"", ""dob"": ""1995-06-11""}, {""first_name"": ""เมสัน"", ""last_name"": "" โลเปซ"", ""dob"": ""1966-03-13""}]","[{""first_name"": "" James"", ""last_name"": "" Lee"", ""dob"": ""1995-06-11""}, {""first_name"": ""Mason"", ""last_name"": "" Lopez"", ""dob"": ""1966-03-13""}]"
TQKVXX,TQKVXX,sophia_muller_9002,PHX,BOS,round_trip,business,"[{""origin"": ""PHX"", ""destination"": ""SEA"", ""flight_number"": ""HAT251"", ""date"": ""2024-05-10"", ""price"": 1389}, {""origin"": ""SEA"", ""destination"": ""BOS"", ""flight_number"": ""HAT194"", ""date"": ""2024-05-10"", ""price"": 1797}, {""origin"": ""BOS"", ""destination"": ""MCO"", ""flight_number"": ""HAT235"", ""date"": ""2024-05-11"", ""price"": 803}, {""origin"": ""MCO"", ""destination"": ""PHX"", ""flight_number"": ""HAT214"", ""date"": ""2024-05-12"", ""price"": 1258}]","[{""payment_id"": ""gift_card_3286428"", ""amount"": 10494}]",2024-05-09T09:29:25,1,0,no,"[{""first_name"": ""Chen"", ""last_name"": ""Silva"", ""dob"": ""1952-01-06""}, {""first_name"": ""Ava"", ""last_name"": ""Patel"", ""dob"": ""1985-06-08""}]","[{""first_name"": ""陈"", ""last_name"": ""席尔瓦"", ""dob"": ""1952-01-06""}, {""first_name"": ""艾娃"", ""last_name"": ""帕特尔"", ""dob"": ""1985-06-08""}]","[{""first_name"": "" Chen"", ""last_name"": "" Silva"", ""dob"": ""1952-01-06""}, {""first_name"": "" Ava"", ""last_name"": "" Patel"", ""dob"": ""1985-06-08""}]","[{""first_name"": "" เฉิน"", ""last_name"": "" ซิลวา"", ""dob"": ""1952-01-06""}, {""first_name"": "" อาวา"", ""last_name"": "" ปาเทล"", ""dob"": ""1985-06-08""}]","[{""first_name"": "" Trần"", ""last_name"": "" Silva"", ""dob"": ""1952-01-06""}, {""first_name"": "" Ava"", ""last_name"": "" Patel"", ""dob"": ""1985-06-08""}]"
V10D9C,V10D9C,james_santos_9046,ORD,IAH,round_trip,economy,"[{""origin"": ""ORD"", ""destination"": ""IAH"", ""flight_number"": ""HAT165"", ""date"": ""2024-05-17"", ""price"": 196}, {""origin"": ""IAH"", ""destination"": ""ORD"", ""flight_number"": ""HAT078"", ""date"": ""2024-05-20"", ""price"": 109}]","[{""payment_id"": ""credit_card_4407306"", ""amount"": 1220}]",2024-05-04T02:41:20,1,0,no,"[{""first_name"": ""James"", ""last_name"": ""Santos"", ""dob"": ""1956-12-09""}, {""first_name"": ""Juan"", ""last_name"": ""Martin"", ""dob"": ""1975-11-02""}, {""first_name"": ""Liam"", ""last_name"": ""Brown"", ""dob"": ""1987-11-03""}, {""first_name"": ""Juan"", ""last_name"": ""Rossi"", ""dob"": ""1956-08-18""}]","[{""first_name"": ""詹姆斯"", ""last_name"": ""桑托斯"", ""dob"": ""1956-12-09""}, {""first_name"": ""胡安"", ""last_name"": ""马丁"", ""dob"": ""1975-11-02""}, {""first_name"": ""利亚姆"", ""last_name"": ""棕色的"", ""dob"": ""1987-11-03""}, {""first_name"": ""胡安"", ""last_name"": ""罗西"", ""dob"": ""1956-08-18""}]","[{""first_name"": "" James"", ""last_name"": "" Santos"", ""dob"": ""1956-12-09""}, {""first_name"": "" Juan"", ""last_name"": "" Martin"", ""dob"": ""1975-11-02""}, {""first_name"": "" Liam"", ""last_name"": "" Cokelat"", ""dob"": ""1987-11-03""}, {""first_name"": "" Juan"", ""last_name"": "" Rossi"", ""dob"": ""1956-08-18""}]","[{""first_name"": "" เจมส์"", ""last_name"": "" ซานโตส"", ""dob"": ""1956-12-09""}, {""first_name"": "" ฮวน"", ""last_name"": "" มาร์ติน"", ""dob"": ""1975-11-02""}, {""first_name"": "" เลียม"", ""last_name"": "" บราวน์"", ""dob"": ""1987-11-03""}, {""first_name"": "" ฮวน"", ""last_name"": "" รอสซี่"", ""dob"": ""1956-08-18""}]","[{""first_name"": "" James"", ""last_name"": "" Santos"", ""dob"": ""1956-12-09""}, {""first_name"": "" Juan"", ""last_name"": "" Martin"", ""dob"": ""1975-11-02""}, {""first_name"": "" Liam"", ""last_name"": "" Màu nâu"", ""dob"": ""1987-11-03""}, {""first_name"": "" Juan"", ""last_name"": "" Rossi"", ""dob"": ""1956-08-18""}]"
NE20IR,NE20IR,chen_nguyen_6691,DTW,LAS,round_trip,basic_economy,"[{""origin"": ""DTW"", ""destination"": ""PHX"", ""flight_number"": ""HAT275"", ""date"": ""2024-05-12"", ""price"": 79}, {""origin"": ""PHX"", ""destination"": ""LAS"", ""flight_number"": ""HAT027"", ""date"": ""2024-05-12"", ""price"": 70}, {""origin"": ""LAS"", ""destination"": ""PHX"", ""flight_number"": ""HAT284"", ""date"": ""2024-05-18"", ""price"": 99}, {""origin"": ""PHX"", ""destination"": ""DTW"", ""flight_number"": ""HAT106"", ""date"": ""2024-05-18"", ""price"": 99}]","[{""payment_id"": ""credit_card_9491838"", ""amount"": 377}]",2024-05-11T03:18:15,0,0,yes,"[{""first_name"": ""Chen"", ""last_name"": ""Nguyen"", ""dob"": ""1973-09-23""}]","[{""first_name"": ""陈"", ""last_name"": ""阮"", ""dob"": ""1973-09-23""}]","[{""first_name"": "" Chen"", ""last_name"": "" Nguyen"", ""dob"": ""1973-09-23""}]","[{""first_name"": "" เฉิน"", ""last_name"": "" เหงียน"", ""dob"": ""1973-09-23""}]","[{""first_name"": "" Trần"", ""last_name"": "" Nguyễn"", ""dob"": ""1973-09-23""}]"
6FGK7P,6FGK7P,yusuf_taylor_6100,JFK,PHX,one_way,basic_economy,"[{""origin"": ""JFK"", ""destination"": ""DTW"", ""flight_number"": ""HAT088"", ""date"": ""2024-05-21"", ""price"": 80}, {""origin"": ""DTW"", ""destination"": ""PHX"", ""flight_number"": ""HAT097"", ""date"": ""2024-05-21"", ""price"": 99}]","[{""payment_id"": ""credit_card_2853291"", ""amount"": 537}]",2024-05-03T23:05:47,0,0,no,"[{""first_name"": ""Yusuf"", ""last_name"": ""Taylor"", ""dob"": ""1957-06-20""}, {""first_name"": ""James"", ""last_name"": ""Taylor"", ""dob"": ""1957-05-21""}, {""first_name"": ""Ivan"", ""last_name"": ""Johnson"", ""dob"": ""1972-04-05""}]","[{""first_name"": ""优素福"", ""last_name"": ""泰勒"", ""dob"": ""1957-06-20""}, {""first_name"": ""詹姆斯"", ""last_name"": ""泰勒"", ""dob"": ""1957-05-21""}, {""first_name"": ""伊万"", ""last_name"": ""约翰逊"", ""dob"": ""1972-04-05""}]","[{""first_name"": "" Yusuf"", ""last_name"": "" Taylor"", ""dob"": ""1957-06-20""}, {""first_name"": "" James"", ""last_name"": "" Taylor"", ""dob"": ""1957-05-21""}, {""first_name"": "" Ivan"", ""last_name"": "" Johnson"", ""dob"": ""1972-04-05""}]","[{""first_name"": "" ยูซุฟ"", ""last_name"": "" เทย์เลอร์"", ""dob"": ""1957-06-20""}, {""first_name"": "" เจมส์"", ""last_name"": "" เทย์เลอร์"", ""dob"": ""1957-05-21""}, {""first_name"": "" อีวาน"", ""last_name"": "" จอห์นสัน"", ""dob"": ""1972-04-05""}]","[{""first_name"": "" Yusuf"", ""last_name"": "" Taylor"", ""dob"": ""1957-06-20""}, {""first_name"": "" James"", ""last_name"": "" Taylor"", ""dob"": ""1957-05-21""}, {""first_name"": "" Ivan"", ""last_name"": "" Johnson"", ""dob"": ""1972-04-05""}]"
YAX4DR,YAX4DR,chen_lee_6825,BOS,MSP,one_way,economy,"[{""origin"": ""BOS"", ""destination"": ""MCO"", ""flight_number"": ""HAT235"", ""date"": ""2024-05-18"", ""price"": 122}, {""origin"": ""MCO"", ""destination"": ""MSP"", ""flight_number"": ""HAT298"", ""date"": ""2024-05-19"", ""price"": 127}]","[{""payment_id"": ""credit_card_4938634"", ""amount"": 498}]",2024-05-05T23:00:15,0,0,no,"[{""first_name"": ""Chen"", ""last_name"": ""Lee"", ""dob"": ""1967-12-12""}, {""first_name"": ""Noah"", ""last_name"": ""Hernandez"", ""dob"": ""1968-01-06""}]","[{""first_name"": ""陈"", ""last_name"": ""李"", ""dob"": ""1967-12-12""}, {""first_name"": ""诺亚"", ""last_name"": ""埃尔南德斯"", ""dob"": ""1968-01-06""}]","[{""first_name"": "" Chen"", ""last_name"": "" Lee"", ""dob"": ""1967-12-12""}, {""first_name"": "" Nuh"", ""last_name"": "" Hernandez"", ""dob"": ""1968-01-06""}]","[{""first_name"": "" เฉิน"", ""last_name"": "" ลี"", ""dob"": ""1967-12-12""}, {""first_name"": "" โนอาห์"", ""last_name"": "" เฮอร์นันเดซ"", ""dob"": ""1968-01-06""}]","[{""first_name"": "" Trần"", ""last_name"": "" Lee"", ""dob"": ""1967-12-12""}, {""first_name"": "" Noah"", ""last_name"": "" Hernandez"", ""dob"": ""1968-01-06""}]"
PZDAN1,PZDAN1,liam_wilson_9173,DEN,DTW,round_trip,business,"[{""origin"": ""DEN"", ""destination"": ""ORD"", ""flight_number"": ""HAT105"", ""date"": ""2024-05-05"", ""price"": 1452}, {""origin"": ""ORD"", ""destination"": ""DTW"", ""flight_number"": ""HAT020"", ""date"": ""2024-05-05"", ""price"": 580}, {""origin"": ""DTW"", ""destination"": ""CLT"", ""flight_number"": ""HAT191"", ""date"": ""2024-05-07"", ""price"": 1078}, {""origin"": ""CLT"", ""destination"": ""DEN"", ""flight_number"": ""HAT262"", ""date"": ""2024-05-07"", ""price"": 1270}]","[{""payment_id"": ""gift_card_3863533"", ""amount"": 4380}]",2024-05-04T06:58:50,1,0,no,"[{""first_name"": ""Liam"", ""last_name"": ""Wilson"", ""dob"": ""1995-01-15""}]","[{""first_name"": ""利亚姆"", ""last_name"": ""威尔逊"", ""dob"": ""1995-01-15""}]","[{""first_name"": "" Liam"", ""last_name"": "" Wilson"", ""dob"": ""1995-01-15""}]","[{""first_name"": "" เลียม"", ""last_name"": "" วิลสัน"", ""dob"": ""1995-01-15""}]","[{""first_name"": "" Liam"", ""last_name"": "" Wilson"", ""dob"": ""1995-01-15""}]"
U4IIND,U4IIND,evelyn_wilson_2294,LAS,DEN,round_trip,business,"[{""origin"": ""LAS"", ""destination"": ""DEN"", ""flight_number"": ""HAT003"", ""date"": ""2024-05-15"", ""price"": 1870}, {""origin"": ""DEN"", ""destination"": ""LAS"", ""flight_number"": ""HAT084"", ""date"": ""2024-05-17"", ""price"": 1950}]","[{""payment_id"": ""credit_card_7936331"", ""amount"": 3820}]",2024-05-08T21:39:03,0,0,no,"[{""first_name"": ""Evelyn"", ""last_name"": ""Wilson"", ""dob"": ""1976-06-24""}]","[{""first_name"": ""伊芙琳"", ""last_name"": ""威尔逊"", ""dob"": ""1976-06-24""}]","[{""first_name"": "" Evelyn"", ""last_name"": "" Wilson"", ""dob"": ""1976-06-24""}]","[{""first_name"": "" เอเวอลิน"", ""last_name"": "" วิลสัน"", ""dob"": ""1976-06-24""}]","[{""first_name"": "" Evelyn"", ""last_name"": "" Wilson"", ""dob"": ""1976-06-24""}]"
R60M0P,R60M0P,evelyn_rossi_4078,CLT,JFK,round_trip,basic_economy,"[{""origin"": ""CLT"", ""destination"": ""DTW"", ""flight_number"": ""HAT176"", ""date"": ""2024-05-04"", ""price"": 88}, {""origin"": ""DTW"", ""destination"": ""JFK"", ""flight_number"": ""HAT169"", ""date"": ""2024-05-04"", ""price"": 97}, {""origin"": ""JFK"", ""destination"": ""DTW"", ""flight_number"": ""HAT033"", ""date"": ""2024-05-08"", ""price"": 63}, {""origin"": ""DTW"", ""destination"": ""CLT"", ""flight_number"": ""HAT168"", ""date"": ""2024-05-08"", ""price"": 52}]","[{""payment_id"": ""credit_card_2355067"", ""amount"": 300}]",2024-05-03T10:28:25,0,0,no,"[{""first_name"": ""Evelyn"", ""last_name"": ""Rossi"", ""dob"": ""1997-11-08""}]","[{""first_name"": ""伊芙琳"", ""last_name"": ""罗西"", ""dob"": ""1997-11-08""}]","[{""first_name"": "" Evelyn"", ""last_name"": "" Rossi"", ""dob"": ""1997-11-08""}]","[{""first_name"": "" เอเวอลิน"", ""last_name"": "" รอสซี่"", ""dob"": ""1997-11-08""}]","[{""first_name"": "" Evelyn"", ""last_name"": "" Rossi"", ""dob"": ""1997-11-08""}]"
X1BD2T,X1BD2T,mei_johansson_4039,LAS,CLT,one_way,economy,"[{""origin"": ""LAS"", ""destination"": ""DEN"", ""flight_number"": ""HAT003"", ""date"": ""2024-05-09"", ""price"": 139}, {""origin"": ""DEN"", ""destination"": ""CLT"", ""flight_number"": ""HAT143"", ""date"": ""2024-05-09"", ""price"": 118}]","[{""payment_id"": ""gift_card_8549363"", ""amount"": 287}]",2024-05-08T02:36:39,1,0,yes,"[{""first_name"": ""Mei"", ""last_name"": ""Johansson"", ""dob"": ""1986-06-15""}]","[{""first_name"": ""梅"", ""last_name"": ""约翰逊"", ""dob"": ""1986-06-15""}]","[{""first_name"": "" Mei"", ""last_name"": "" Johansson"", ""dob"": ""1986-06-15""}]","[{""first_name"": "" เหมย"", ""last_name"": "" โยฮันส์สัน"", ""dob"": ""1986-06-15""}]","[{""first_name"": "" Mei"", ""last_name"": "" Johansson"", ""dob"": ""1986-06-15""}]"
XMCPH6,XMCPH6,fatima_khan_9974,ATL,LAS,round_trip,business,"[{""origin"": ""ATL"", ""destination"": ""LAS"", ""flight_number"": ""HAT281"", ""date"": ""2024-05-12"", ""price"": 1983}, {""origin"": ""LAS"", ""destination"": ""ATL"", ""flight_number"": ""HAT077"", ""date"": ""2024-05-16"", ""price"": 1983}]","[{""payment_id"": ""credit_card_5964268"", ""amount"": 15864}]",2024-05-03T14:45:38,4,0,no,"[{""first_name"": ""Fatima"", ""last_name"": ""Khan"", ""dob"": ""1989-01-01""}, {""first_name"": ""Yara"", ""last_name"": ""Brown"", ""dob"": ""1956-04-20""}, {""first_name"": ""Lucas"", ""last_name"": ""Rossi"", ""dob"": ""1976-05-22""}, {""first_name"": ""Ethan"", ""last_name"": ""Jackson"", ""dob"": ""1960-09-03""}]","[{""first_name"": ""法蒂玛"", ""last_name"": ""汗"", ""dob"": ""1989-01-01""}, {""first_name"": ""雅拉"", ""last_name"": ""棕色的"", ""dob"": ""1956-04-20""}, {""first_name"": ""卢卡斯"", ""last_name"": ""罗西"", ""dob"": ""1976-05-22""}, {""first_name"": ""伊桑"", ""last_name"": ""杰克逊"", ""dob"": ""1960-09-03""}]","[{""first_name"": "" Fatima"", ""last_name"": "" Khan"", ""dob"": ""1989-01-01""}, {""first_name"": "" Yara"", ""last_name"": "" Cokelat"", ""dob"": ""1956-04-20""}, {""first_name"": "" Lucas"", ""last_name"": "" Rossi"", ""dob"": ""1976-05-22""}, {""first_name"": "" Ethan"", ""last_name"": "" Jackson"", ""dob"": ""1960-09-03""}]","[{""first_name"": "" ฟาติมา"", ""last_name"": "" ข่าน"", ""dob"": ""1989-01-01""}, {""first_name"": "" ยารา"", ""last_name"": "" บราวน์"", ""dob"": ""1956-04-20""}, {""first_name"": "" ลูคัส"", ""last_name"": "" รอสซี่"", ""dob"": ""1976-05-22""}, {""first_name"": "" อีธาน"", ""last_name"": "" แจ็คสัน"", ""dob"": ""1960-09-03""}]","[{""first_name"": "" Fatima"", ""last_name"": "" Khan"", ""dob"": ""1989-01-01""}, {""first_name"": "" Yara"", ""last_name"": "" Màu nâu"", ""dob"": ""1956-04-20""}, {""first_name"": "" Lucas"", ""last_name"": "" Rossi"", ""dob"": ""1976-05-22""}, {""first_name"": "" Ethan"", ""last_name"": "" Jackson"", ""dob"": ""1960-09-03""}]"
CU9HK1,CU9HK1,james_garcia_3490,ATL,ORD,round_trip,basic_economy,"[{""origin"": ""ATL"", ""destination"": ""ORD"", ""flight_number"": ""HAT227"", ""date"": ""2024-05-03"", ""price"": 64}, {""origin"": ""ORD"", ""destination"": ""ATL"", ""flight_number"": ""HAT223"", ""date"": ""2024-05-11"", ""price"": 76}]","[{""payment_id"": ""credit_card_6235916"", ""amount"": 140}]",2024-05-02T05:57:15,0,0,no,"[{""first_name"": ""James"", ""last_name"": ""Garcia"", ""dob"": ""1988-08-10""}]","[{""first_name"": ""詹姆斯"", ""last_name"": ""加西亚"", ""dob"": ""1988-08-10""}]","[{""first_name"": "" James"", ""last_name"": "" Garcia"", ""dob"": ""1988-08-10""}]","[{""first_name"": "" เจมส์"", ""last_name"": "" การ์เซีย"", ""dob"": ""1988-08-10""}]","[{""first_name"": "" James"", ""last_name"": "" Garcia"", ""dob"": ""1988-08-10""}]"
8BBU9J,8BBU9J,ivan_kim_3844,DFW,SFO,one_way,economy,"[{""origin"": ""DFW"", ""destination"": ""SEA"", ""flight_number"": ""HAT067"", ""date"": ""2024-05-07"", ""price"": 149}, {""origin"": ""SEA"", ""destination"": ""SFO"", ""flight_number"": ""HAT258"", ""date"": ""2024-05-08"", ""price"": 134}]","[{""payment_id"": ""credit_card_1718968"", ""amount"": 626}]",2024-05-03T07:16:28,2,0,yes,"[{""first_name"": ""Ivan"", ""last_name"": ""Kim"", ""dob"": ""1951-12-01""}, {""first_name"": ""Sofia"", ""last_name"": ""Thomas"", ""dob"": ""1956-08-15""}]","[{""first_name"": ""伊万"", ""last_name"": ""金"", ""dob"": ""1951-12-01""}, {""first_name"": ""索菲亚"", ""last_name"": ""托马斯"", ""dob"": ""1956-08-15""}]","[{""first_name"": "" Ivan"", ""last_name"": "" Kim"", ""dob"": ""1951-12-01""}, {""first_name"": "" Sofia"", ""last_name"": "" Thomas"", ""dob"": ""1956-08-15""}]","[{""first_name"": "" อีวาน"", ""last_name"": "" คิม"", ""dob"": ""1951-12-01""}, {""first_name"": "" โซเฟีย"", ""last_name"": "" โทมัส"", ""dob"": ""1956-08-15""}]","[{""first_name"": "" Ivan"", ""last_name"": "" Kim"", ""dob"": ""1951-12-01""}, {""first_name"": "" Sofia"", ""last_name"": "" Thomas"", ""dob"": ""1956-08-15""}]"
NTTBGS,NTTBGS,mason_johansson_3174,EWR,MCO,round_trip,economy,"[{""origin"": ""EWR"", ""destination"": ""MSP"", ""flight_number"": ""HAT208"", ""date"": ""2024-05-06"", ""price"": 158}, {""origin"": ""MSP"", ""destination"": ""MCO"", ""flight_number"": ""HAT036"", ""date"": ""2024-05-06"", ""price"": 167}, {""origin"": ""MCO"", ""destination"": ""MSP"", ""flight_number"": ""HAT298"", ""date"": ""2024-05-16"", ""price"": 142}, {""origin"": ""MSP"", ""destination"": ""EWR"", ""flight_number"": ""HAT300"", ""date"": ""2024-05-16"", ""price"": 147}]","[{""payment_id"": ""gift_card_9971048"", ""amount"": 644}]",2024-05-05T05:30:12,0,0,yes,"[{""first_name"": ""Mason"", ""last_name"": ""Johansson"", ""dob"": ""1988-12-23""}]","[{""first_name"": ""石匠"", ""last_name"": ""约翰逊"", ""dob"": ""1988-12-23""}]","[{""first_name"": "" Tukang batu"", ""last_name"": "" Johansson"", ""dob"": ""1988-12-23""}]","[{""first_name"": "" เมสัน"", ""last_name"": "" โยฮันส์สัน"", ""dob"": ""1988-12-23""}]","[{""first_name"": "" Mason"", ""last_name"": "" Johansson"", ""dob"": ""1988-12-23""}]"
